course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,course_flag,students_count,,,,
"UI&UX Design , Animation And Material design In Javafx",Mohamed Adel,https://www.udemy.com/course/ui-ux-design-animation-and-material-design-in-javafx/,Create your Professional javafx application with with a pretty user interfaces and material design,Rating: 3.1 out of 5,664 reviews,7 total hours,47 lectures,All Levels,,"1,813 students",,,,
Learn Oracle 12c SQL : Kickstart kit for beginners,Cheena S,https://www.udemy.com/course/learn-sql-from-scratch-x/,Journey from Beginner to Expert,Rating: 4.4 out of 5,663 reviews,4 total hours,31 lectures,All Levels,,"2,811 students",,,,
Learn and Build using Polymer LitElement (beyond Polymer 3),Arman Eker,https://www.udemy.com/course/learn-and-build-using-polymer/,Learn how to create Custom Elements and Web Applications with Polymer LitElement. LitElement is successor to Polymer 3,Rating: 3.4 out of 5,663 reviews,9 total hours,116 lectures,All Levels,,"2,367 students",,,,
Understanding CouchDB 3: Learn Basic & Advanced NoSQL Skills,Gregory (Mad Pink) Miller,https://www.udemy.com/course/understanding-couchdb/,Learn this NoSQL Database and Go From Beginner to Advanced with CouchDB,Rating: 4.3 out of 5,662 reviews,7 total hours,53 lectures,All Levels,Bestseller,"4,401 students",,,,
Master the Art of Writing Clean Code in C#,Engineer Spock,https://www.udemy.com/course/clean-code-csharp/,Learn how to write clean and maintainable code in C# as bequeathed by Uncle Bob. Learn how to perform refactoring in C#.,Rating: 4.5 out of 5,661 reviews,7 total hours,88 lectures,All Levels,,"4,566 students",,,,
Unity Dialogue & Quests: Intermediate C# Game Coding,"Sam Pattuzzi, Rick Davidson, GameDev.tv Team",https://www.udemy.com/course/unity-dialogue-quests/,Implement a Dialogue Editor and Quest System and integrate it into an RPG project.,Rating: 4.8 out of 5,660 reviews,12.5 total hours,67 lectures,Intermediate,,"11,821 students",,,,
Data Science Bootcamp 2022: 5 Data Science Projects,Data Is Good Academy,https://www.udemy.com/course/data-science-bootcamp-with-python/,Data Science and Machine Learning Masterclass with Python with 5 Data Science Real World Projects,Rating: 4.2 out of 5,660 reviews,15.5 total hours,262 lectures,All Levels,,"38,632 students",,,,
Azure MasterClass: Manage Azure Cloud with ARM Templates,"TetraNoodle Team, Manuj Aggarwal",https://www.udemy.com/course/azure-masterclass-manage-azure-cloud-with-arm-templates/,Automate management and deployment of Azure cloud resources using Azure resource manager and ARM templates,Rating: 3.4 out of 5,659 reviews,3.5 total hours,42 lectures,All Levels,,"3,687 students",,,,
Quarkus Backend development with Java and GraalVM,Dmytro Chaban,https://www.udemy.com/course/quarkus-backend-development-java/,Learn how to build native backend applications with Quarkus.,Rating: 4.2 out of 5,659 reviews,16.5 total hours,72 lectures,All Levels,,"5,427 students",,,,
Advanced JavaScript Topics,Steven Hancock,https://www.udemy.com/course/learn-modern-javascript-advanced-topics/,"In Depth JavaScript Training for Mastering Important Patterns, the Power of Functions, OOP Concepts, JavaScript Projects",Rating: 4.3 out of 5,659 reviews,18 total hours,109 lectures,Intermediate,,"5,434 students",,,,
Test-Driven Development Masterclass with Angular,Irek Mirgaleev,https://www.udemy.com/course/test-driven-development-with-angular/,Learn the basic and advanced test-driven development techniques by building an Angular application.,Rating: 4.4 out of 5,659 reviews,3 total hours,26 lectures,Intermediate,,"6,342 students",,,,
[Active Directory] Management using Windows PowerShell,TechSckool By Vijay,https://www.udemy.com/course/active-directory-management-using-windows-powershell/,[PowerShell] Simplified practical knowledge for automation & management of [Active Directory] using Windows PowerShell,Rating: 4.5 out of 5,658 reviews,3.5 total hours,36 lectures,All Levels,,"3,576 students",,,,
2022 Machine Learning A to Z : 5 Machine Learning Projects,Data Is Good Academy,https://www.udemy.com/course/machine-learning-data-science-python/,Learn Complete Machine Learning Bootcamp with Python. Build 5 Complete Machine Learning Real World Projects with Python.,Rating: 4.3 out of 5,657 reviews,26.5 total hours,412 lectures,All Levels,,"39,434 students",,,,
Python for Deep Learning: Build Neural Networks in Python,Meta Brains,https://www.udemy.com/course/deep-learning-basics-with-python/,"Complete Deep Learning Course to Master Data science, Tensorflow, Artificial Intelligence, and Neural Networks",Rating: 4.2 out of 5,657 reviews,2 total hours,58 lectures,Beginner,,"84,623 students",,,,
Getting started with WebAssembly & Emscripten,Ray Viljoen,https://www.udemy.com/course/webassembly-emscripten/,A complete guide for learning the WebAssembly JavaScript API and Emscripten toolset.,Rating: 4.4 out of 5,657 reviews,2.5 total hours,23 lectures,All Levels,,"3,629 students",,,,
TensorFlow 2.0 Practical,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team",https://www.udemy.com/course/tensorflow-2-practical/,"Master Tensorflow 2.0, Google’s most powerful Machine Learning Library, with 10 practical projects",Rating: 4.4 out of 5,656 reviews,12 total hours,84 lectures,All Levels,,"5,949 students",,,,
Elixir for Beginners,Ben Emson,https://www.udemy.com/course/elixir-for-beginners/,"A beginners guide to the Elixir language, tools and functional concepts",Rating: 4.4 out of 5,654 reviews,2.5 total hours,28 lectures,Beginner,,"3,995 students",,,,
HTML5 & CSS3 Beginners Guide to Web Development from Scratch,Fatah Gabrial,https://www.udemy.com/course/html5-css3-complete-course-for-beginners/,In this course you will learn about HTML5 & CSS3 from Scratch. Covering every topic required to become a Web Developer.,Rating: 4.5 out of 5,654 reviews,2.5 total hours,50 lectures,All Levels,,"36,109 students",,,,
Learn Bootstrap 4 Responsive Web Development,Frahaan Hussain,https://www.udemy.com/course/bootstrap-web/,Learn how to create responsive websites using Bootstrap,Rating: 3.7 out of 5,654 reviews,4.5 total hours,64 lectures,Beginner,,"55,088 students",,,,
"Elasticsearch Masterclass [Incl., Elasticsearch 7 update]",Vinoth Parthasarathy,https://www.udemy.com/course/elasticsearch-masterclass/,Learn complete Elastic Stack ( Elasticsearch - Logstash - Kibana) & Become a master in Elasticsearch,Rating: 4.7 out of 5,653 reviews,6 total hours,16 lectures,All Levels,,"5,251 students",,,,
PySpark Essentials for Data Scientists (Big Data + Python),Layla AI,https://www.udemy.com/course/pyspark-essentials-for-data-scientists-big-data-python/,Learn how to wrangle Big Data for Machine Learning using Python in PySpark taught by an industry expert!,Rating: 4.3 out of 5,653 reviews,17.5 total hours,109 lectures,All Levels,,"4,432 students",,,,
Complete JavaScript Projects Course Games 55 Modern JS DOM,Laurence Svekis,https://www.udemy.com/course/javascript-course-projects/,Real Projects! AJAX Java Script Projects Apps 55+ Projects Modern JS DOM JavaScript Games Portfolio Games DOM,Rating: 4.8 out of 5,652 reviews,55 total hours,710 lectures,All Levels,,"8,070 students",,,,
Ultimate Rust 2: Intermediate Concepts,Nathan Stocks,https://www.udemy.com/course/ultimate-rust-2/,Rust for the daily practitioner,Rating: 4.7 out of 5,652 reviews,4.5 total hours,40 lectures,Intermediate,,"9,664 students",,,,
C# Intermediate Programming : The Next Steps,Charlie Chiarelli,https://www.udemy.com/course/c-intermediate-programming-applications-driven-approach/,A Great Way To Extend Your C# Beginner Skills By Solving More Advanced Real World Problems Using Windows Form Apps,Rating: 4.2 out of 5,651 reviews,31 total hours,213 lectures,Intermediate,,"6,014 students",,,,
Applied Time Series Analysis and Forecasting with R Projects,R-Tutorials Training,https://www.udemy.com/course/r-applied-time-series-analysis-forecasting-r-projects-r-tutorials/,Use R to work on real world time series analysis and forecasting examples. Applied data science with R.,Rating: 4.5 out of 5,651 reviews,3.5 total hours,34 lectures,Intermediate,,"4,541 students",,,,
Swift 3 - Learn to Code with Apple's New Language,Nick Walter,https://www.udemy.com/course/swift-3-learn-to-code-with-apples-new-language/,Learn to Program Swift 3 with Xcode Playgrounds. Be a part of the world's fastest growing programming language! iOS 10,Rating: 4.1 out of 5,651 reviews,4 total hours,100 lectures,Beginner,,"2,798 students",,,,
"Git Going with Comparing, Branching and Merging",Jason Taylor,https://www.udemy.com/course/git-compare-branch-merge-rebase/,"Comprehensive, step-by-step guide to Comparing, Branching, Merging and Rebasing in the Git source control system",Rating: 4.4 out of 5,650 reviews,2.5 total hours,38 lectures,Intermediate,,"5,187 students",,,,
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/bootstrap-3-introduction-make-responsive-websites-fast/,"Bootstrap 3: Learn bootstrap basic features, classes, grids, javascript. Create responsive websites quickly.",Rating: 3.7 out of 5,650 reviews,2.5 total hours,16 lectures,All Levels,,"3,637 students",,,,
Learn JavaScript for beginners,Laurence Svekis,https://www.udemy.com/course/learn-javascript-course/,Explore the fundamental concepts of JavaScript and how to being adding JavaScript to your web pages,Rating: 3.8 out of 5,650 reviews,2 total hours,21 lectures,Beginner,,"38,723 students",,,,
Backend Master Class [Golang + Postgres + Kubernetes + gRPC],TECH SCHOOL,https://www.udemy.com/course/backend-master-class-golang-postgresql-kubernetes/,"Learn everything about backend web development: Golang, Postgres, Gin, gRPC, Docker, Kubernetes, AWS, GitHub Actions",Rating: 4.7 out of 5,649 reviews,14 total hours,55 lectures,All Levels,Bestseller,"20,732 students",,,,
Developing a Multithreaded Kernel From Scratch!,Daniel McCarthy,https://www.udemy.com/course/developing-a-multithreaded-kernel-from-scratch/,Build a multitasking operating system and kernel with an interactive shell!,Rating: 4.8 out of 5,649 reviews,28 total hours,138 lectures,All Levels,Bestseller,"6,994 students",,,,
JavaScript JSON AJAX API data for web pages Objects Arrays,Laurence Svekis,https://www.udemy.com/course/javascript-json-and-ajax-explained-javascript-objects/,JavaScript code to connect to web APIs and get JSON data use AJAX explore JavaScript Objects and Arrays for JSON,Rating: 4.6 out of 5,649 reviews,8.5 total hours,50 lectures,Beginner,,"5,442 students",,,,
The Complete Python Programming Bootcamp,"Avinash Jain, The Codex",https://www.udemy.com/course/pythonbootcamp/,"Learn everything about Python from the Basics to File and Browser Automation, Python GUI, Data Analysis and more!",Rating: 4.5 out of 5,648 reviews,9 total hours,96 lectures,All Levels,,"7,598 students",,,,
"Scala Applied, Part 3",Dick Wall,https://www.udemy.com/course/stairway-to-scala-applied-part-3/,"Part 3 of Scala Applied, covering Scala's core libraries",Rating: 4.5 out of 5,647 reviews,5.5 total hours,126 lectures,Intermediate,,"4,257 students",,,,
Make a YouTube Clone from Scratch: JavaScript PHP and MySQL,Reece Kenney,https://www.udemy.com/course/youtube-clone/,"Learn JavaScript, PHP and MySQL by making the ultimate YouTube clone website completely from scratch!",Rating: 4.3 out of 5,647 reviews,18.5 total hours,196 lectures,All Levels,,"4,310 students",,,,
Golang - JumpStart,Abhijan Guha,https://www.udemy.com/course/goprogramming/,Get Familiar With Google Go Programming Language Fundamentals.,Rating: 3.8 out of 5,646 reviews,2.5 total hours,36 lectures,Beginner,,"25,049 students",,,,
Clojure: The Complete Beginner's Guide 2022,Catalin Stefan,https://www.udemy.com/course/clojureprogramming/,"Learn Clojure, a fun new functional programming language",Rating: 4.4 out of 5,645 reviews,4 total hours,40 lectures,All Levels,,"3,259 students",,,,
Working with Microservices in Go (Golang),Trevor Sawler,https://www.udemy.com/course/working-with-microservices-in-go/,"Build highly available, scalable, resilient distributed applications using Go",Rating: 4.7 out of 5,645 reviews,11.5 total hours,132 lectures,Intermediate,,"7,025 students",,,,
Technical Product Management: learn on 4 real industry cases,Vladimir Kalmykov,https://www.udemy.com/course/technical-product-manager/,Boost your technicality (as a PM) or tech product skills (as an engineer) to grow in your current role,Rating: 4.5 out of 5,644 reviews,3 total hours,26 lectures,Intermediate,Bestseller,"4,519 students",,,,
A Crash Course In PySpark,Kieran Keene,https://www.udemy.com/course/a-crash-course-in-pyspark/,Learn all the fundamentals of PySpark,Rating: 4.5 out of 5,644 reviews,1.5 total hours,19 lectures,Beginner,,"7,820 students",,,,
The SQL MicroDegree 2022: From SQL Basics To MySQL Mastery,Abhishek Pughazh,https://www.udemy.com/course/sqlmicrodegree/,Complete MySQL Beginner Course To Teach You Everything You Need To Know About SQL Programming.,Rating: 4.6 out of 5,644 reviews,4.5 total hours,86 lectures,All Levels,,"37,914 students",,,,
Mastery in Python - For Beginners from Zero to Hero !,Arun Ammasai,https://www.udemy.com/course/mastery-in-python-for-beginners/,A straight-to-the-point Python course to quickly get you started with writing Python code and creating Python examples,Rating: 3.3 out of 5,644 reviews,5.5 total hours,34 lectures,All Levels,,"46,471 students",,,,
Beginner Object Oriented Programming In C# and .NET Core,Avetis Ghukasyan,https://www.udemy.com/course/beginner-object-oriented-programming-in-csharp-and-dotnet-core/,Learn object oriented programming (OOP) fundamentals in C# and .NET Core with clear examples from a real professional.,Rating: 4.7 out of 5,643 reviews,3.5 total hours,28 lectures,Beginner,,"27,828 students",,,,
Complete Guide for Salesforce integration With Live Scenario,Debasis Jena,https://www.udemy.com/course/salesforce-integration-bydebasis/,Complete guide and one stop place to learn salesforce integration with live coding which covers many real time scenarios,Rating: 4.5 out of 5,643 reviews,21.5 total hours,107 lectures,All Levels,,"5,634 students",,,,
"Richard Stibbard's ""Ultimate Web Development Course""",Richard Stibbard,https://www.udemy.com/course/the-ultimate-web-development-course/,"Learn all the major web technologies in one full stack development project: HTML, CSS, MySQL, PHP, jQuery and AJAX",Rating: 4.1 out of 5,642 reviews,12 total hours,136 lectures,All Levels,,"23,793 students",,,,
